short_code,schematic_type,type,sub_type,hydrologic_region_id,network_version_id,is_active,connectivity_status,has_gis,from_node,to_node
D_WTPTAB_TVAFB,arc,D,,1,12,True,connected,True,,
D_WTPCMT_SUISN,arc,D,,1,12,True,connected,True,,
D_WTPWMN_FRFLD,arc,D,,1,12,True,connected,True,,
D_WTPNBR_FRFLD,arc,D,,1,12,True,connected,True,,
DD_SJR026_SJRE,arc,DD,,1,12,True,connected,True,,
DD_SJR013_SJRW,arc,DD,,1,12,True,connected,True,,
D_STN014_TCC031,arc,D,,1,12,True,connected,True,,
DA_SJRE_SJR026,arc,DA,,2,12,True,connected,True,,
DA_SJRW_SJR013,arc,DA,,2,12,True,connected,True,,
DD_SAC041_SACN,arc,DD,,1,12,True,connected,True,,
I_CLR025,arc,IN,LI,1,12,True,connected,True,,
R_CCWWTP_SAC287,arc,RT,,1,12,True,connected,True,,
I_DER001,arc,IN,LI,1,12,True,connected,True,,
I_FOLSM,arc,IN,LI,1,12,True,connected,True,,
C_BSL001a,arc,CH,,1,12,True,connected,True,,
SP_SAC178_BTC003,arc,SP,,1,12,True,connected,True,,
C_THRMF,arc,CH,CL,1,12,True,connected,True,,
C_FBW001,arc,CH,CL,2,12,True,connected,True,,
C_NMW004,arc,CH,CL,2,12,True,connected,True,,
C_WWW001,arc,CH,CL,2,12,True,connected,True,,
D_DMC070_VLW008,arc,D,CL,2,12,True,connected,True,,
C_DMC003,arc,CH,CL,2,12,True,connected,True,,
D_RSL004_CCC004,arc,D,CL,1,12,True,connected,True,,
C_PSC024,arc,CH,CL,1,12,True,connected,True,,
C_NBA011,arc,CH,CL,1,12,True,connected,True,,
C_DRM002,arc,CH,CL,1,12,True,connected,True,,
C_DRM001,arc,CH,CL,1,12,True,connected,True,,
D_DRM002_BRR074,arc,D,ST,1,12,True,connected,True,,
C_BRR028,arc,CH,ST,1,12,True,connected,True,,
I_NFY029,arc,IN,LI,1,12,True,connected,True,,
C_CHW028,arc,CH,ST,2,12,True,connected,True,,
D_DMC011_71_PA8,arc,D,,2,12,True,connected,True,,
D_RFS71A_50_PA1,arc,D,,2,12,True,connected,True,,
D_WTPAMC_AMCYN,arc,D,,1,12,True,connected,True,,
D_VJB000_WTPFMH,arc,D,,1,12,True,connected,True,,
D_SJR205_SJR201,arc,D,,2,12,True,connected,True,,
R_24_NU3_CCK038,arc,RT,,1,12,True,connected,True,,
C_WSE008,arc,CH,CL,1,12,True,connected,True,,
C_CLV035,arc,CH,ST,2,12,True,connected,True,,
C_CHW037,arc,CH,ST,2,12,True,connected,True,,
C_ORT009,arc,CH,ST,2,12,True,connected,True,,
C_TUO053,arc,CH,ST,2,12,True,connected,True,,
C_LBN025,arc,CH,ST,2,12,True,connected,True,,
C_STS069,arc,CH,ST,2,12,True,connected,True,,
C_DBC014,arc,CH,ST,2,12,True,connected,True,,
R_71_PA5_RFS71B,arc,RT,,2,12,True,connected,True,,
C_FRS045,arc,CH,ST,2,12,True,connected,True,,
C_FSL012,arc,CH,ST,2,12,True,connected,True,,
SP_EBP041_SJR145,arc,SP,BP,2,12,True,connected,True,,
D_SJR166_EBP032,arc,D,,2,12,True,connected,True,,
DA_SACN_SAC041,arc,DA,,1,12,True,connected,True,,
DA_SACS_SAC017,arc,DA,,1,12,True,connected,True,,
DD_SAC000_SACW,arc,DD,,1,12,True,connected,True,,
DA_SACW_SAC000,arc,DA,,1,12,True,connected,True,,
C_FCS006,arc,CH,ST,1,12,True,connected,True,,
C_SAL017,arc,CH,ST,2,12,True,connected,True,,
C_MSS014,arc,CH,ST,2,12,True,connected,True,,
C_RSL001a,arc,CH,ST,1,12,True,connected,True,,
C_CAA172,arc,CH,CL,2,12,True,connected,True,,
C_CAA165,arc,CH,CL,2,12,True,connected,True,,
C_CAA156,arc,CH,CL,2,12,True,connected,True,,
C_CAA155,arc,CH,CL,2,12,True,connected,True,,
C_CAA143,arc,CH,CL,2,12,True,connected,True,,
C_CAA109,arc,CH,CL,2,12,True,connected,True,,
C_CAA095,arc,CH,CL,2,12,True,connected,True,,
C_CAA071,arc,CH,CL,2,12,True,connected,True,,
C_CAA069,arc,CH,CL,2,12,True,connected,True,,
I_DBC024,arc,IN,LI,2,12,True,connected,True,,
D_DBC014_64_PA1,arc,D,,2,12,True,connected,True,,
C_CAA024,arc,CH,CL,2,12,True,connected,True,,
C_CAA067,arc,CH,CL,2,12,True,connected,True,,
C_CAA066,arc,CH,CL,2,12,True,connected,True,,
C_CAA051,arc,CH,CL,2,12,True,connected,True,,
C_CAA046,arc,CH,CL,2,12,True,connected,True,,
C_CAA000,arc,CH,CL,1,12,True,connected,True,,
C_CAA012,arc,CH,CL,2,12,True,connected,True,,
C_CAA009,arc,CH,CL,2,12,True,connected,True,,
C_CAA006,arc,CH,CL,2,12,True,connected,True,,
C_CAA005,arc,CH,CL,2,12,True,connected,True,,
C_CAA003,arc,CH,CL,2,12,True,connected,True,,
C_CAA002,arc,CH,CL,2,12,True,connected,True,,
C_DMC116,arc,CH,CL,2,12,True,connected,True,,
C_DMC111,arc,CH,CL,2,12,True,connected,True,,
D_DMC111_FBW001,arc,D,CL,2,12,True,connected,True,,
C_DMC105,arc,CH,CL,2,12,True,connected,True,,
C_DMC097,arc,CH,CL,2,12,True,connected,True,,
C_DMC091,arc,CH,CL,2,12,True,connected,True,,
C_DMC085,arc,CH,CL,2,12,True,connected,True,,
C_DMC080,arc,CH,CL,2,12,True,connected,True,,
C_DMC076,arc,CH,CL,2,12,True,connected,True,,
C_LDC021,arc,CH,ST,1,12,True,connected,True,,
D_JBC002_17N_PR,arc,D,,1,12,True,connected,True,,
D_LCC038_BTC043,arc,D,,1,12,True,connected,True,,
D_LCC029_09_SA1,arc,D,,1,12,True,connected,True,,
D_SEC009_11_SA4,arc,D,CL,1,12,True,connected,True,,
C_LCC038,arc,CH,ST,1,12,True,connected,True,,
D_LCC024_09_NA,arc,D,,1,12,True,connected,True,,
D_RVC005_11_SA2,arc,D,CL,1,12,True,connected,True,,
C_SSL001,arc,CH,BP,1,12,True,connected,True,,
C_RD1500,arc,CH,ST,1,12,True,connected,True,,
C_DER011,arc,CH,ST,1,12,True,connected,True,,
C_NFY017,arc,CH,ST,1,12,True,connected,True,,
C_SLT008,arc,CH,ST,1,12,True,connected,True,,
C_SCT000,arc,CH,CL,1,12,True,connected,True,,
C_LST007,arc,CH,ST,1,12,True,connected,True,,
C_DER001,arc,CH,ST,1,12,True,connected,True,,
C_SFY033,arc,CH,ST,1,12,True,connected,True,,
C_MFY044,arc,CH,ST,1,12,True,connected,True,,
C_OGN004,arc,CH,ST,1,12,True,connected,True,,
C_CMT000,arc,CH,CL,1,12,True,connected,True,,
I_SLT009,arc,IN,LI,1,12,True,connected,True,,
I_OGN005,arc,IN,LI,1,12,True,connected,True,,
D_FTR018_15S_SA,arc,D,,1,12,True,connected,True,,
C_SAC207,arc,CH,ST,1,12,True,connected,True,,
R_NIDB1_DHC021,arc,RT,,1,12,True,connected,True,,
D_BSC010_SPLDG,arc,D,NS,1,12,True,connected,True,,
C_DMC070,arc,CH,CL,2,12,True,connected,True,,
C_DMC064,arc,CH,CL,2,12,True,connected,True,,
C_DMC058,arc,CH,CL,2,12,True,connected,True,,
C_DMC054,arc,CH,CL,2,12,True,connected,True,,
C_DMC049,arc,CH,CL,2,12,True,connected,True,,
C_SSJ004,arc,CH,CL,2,12,True,connected,True,,
C_DMC044,arc,CH,CL,2,12,True,connected,True,,
C_DMC039,arc,CH,CL,2,12,True,connected,True,,
C_DMC034,arc,CH,CL,2,12,True,connected,True,,
C_DMC030,arc,CH,CL,2,12,True,connected,True,,
C_DMC024,arc,CH,CL,2,12,True,connected,True,,
C_DMC021,arc,CH,CL,2,12,True,connected,True,,
C_DMC016,arc,CH,CL,2,12,True,connected,True,,
C_DMC011,arc,CH,CL,2,12,True,connected,True,,
C_DMC007,arc,CH,CL,2,12,True,connected,True,,
D_OMR028_DMC003,arc,D,CL,2,12,True,connected,True,,
C_FSL005,arc,CH,ST,2,12,True,connected,True,,
C_SJR263,arc,CH,ST,2,12,True,connected,True,,
C_XCC010,arc,CH,CL,2,12,True,connected,True,,
D_DMC044_71_PA4,arc,D,,2,12,True,connected,True,,
D_SJR096_71_PA4,arc,D,,2,12,True,connected,True,,
R_RFS71B_SJR091,arc,RT,,2,12,True,connected,True,,
I_GRZ012,arc,IN,LI,2,12,True,connected,True,,
C_OMR024b,arc,CH,CL,1,12,True,connected,True,,
C_MSH015,arc,CH,ST,1,12,True,connected,True,,
I_MSH015,arc,IN,LI,1,12,True,connected,True,,
I_MPS038,arc,IN,LI,2,12,True,connected,True,,
C_SAC029b,arc,CH,ST,1,12,True,connected,True,,
C_MOK004,arc,CH,ST,1,12,True,connected,True,,
D_BKR002_NBA009,arc,D,CL,1,12,True,connected,True,,
C_NBA009,arc,CH,CL,1,12,True,connected,True,,
DD_OMR027_OMR,arc,DD,,1,12,True,connected,True,,
C_OMR028,arc,CH,ST,1,12,True,connected,True,,
C_NBA021,arc,CH,CL,1,12,True,connected,True,,
D_NBA027_WTPAMC,arc,D,,1,12,True,connected,True,,
D_NBA027_WTPJAC,arc,D,,1,12,True,connected,True,,
D_OMR021_ORP000,arc,D,,1,12,True,connected,True,,
D_VCT002_ORP000,arc,D,,1,12,True,connected,True,,
C_XCC033,arc,CH,CL,2,12,True,connected,True,,
C_XCC043,arc,CH,CL,2,12,True,connected,True,,
C_SJR006,arc,CH,ST,1,12,True,connected,True,,
C_SJR013,arc,CH,ST,1,12,True,connected,True,,
C_SJR022,arc,CH,ST,1,12,True,connected,True,,
C_OMR039,arc,CH,ST,1,12,True,connected,True,,
C_SJR023,arc,CH,ST,1,12,True,connected,True,,
C_SJR026,arc,CH,ST,1,12,True,connected,True,,
C_MDOTA,arc,CH,ST,2,12,True,connected,True,,
C_SJR028,arc,CH,ST,1,12,True,connected,True,,
C_SJR033,arc,CH,ST,1,12,True,connected,True,,
C_SJR038,arc,CH,ST,1,12,True,connected,True,,
C_SJR042,arc,CH,ST,1,12,True,connected,True,,
C_SJR043,arc,CH,ST,2,12,True,connected,True,,
C_SJR048,arc,CH,ST,1,12,True,connected,True,,
C_SJR053a,arc,CH,ST,2,12,True,connected,True,,
C_SAL006,arc,CH,ST,2,12,True,connected,True,,
C_SJR056,arc,CH,ST,1,12,True,connected,True,,
C_SJR062,arc,CH,ST,2,12,True,connected,True,,
C_SJR070,arc,CH,ST,2,12,True,connected,True,,
C_SJR072,arc,CH,ST,2,12,True,connected,True,,
C_SJR075,arc,CH,ST,2,12,True,connected,True,,
C_SJR081,arc,CH,ST,2,12,True,connected,True,,
C_SJR082,arc,CH,ST,2,12,True,connected,True,,
C_SJR087,arc,CH,ST,2,12,True,connected,True,,
C_SJR090,arc,CH,ST,2,12,True,connected,True,,
C_LBC043,arc,CH,CL,1,12,True,connected,True,,
D_STH004_24_NA3,arc,D,,1,12,True,connected,True,,
D_LBC049_24_NA3,arc,D,,1,12,True,connected,True,,
C_SJR091,arc,CH,ST,2,12,True,connected,True,,
C_SJR096,arc,CH,ST,2,12,True,connected,True,,
C_SJR101,arc,CH,ST,2,12,True,connected,True,,
C_SJR106,arc,CH,ST,2,12,True,connected,True,,
C_SJR111,arc,CH,ST,2,12,True,connected,True,,
C_CLV004,arc,CH,ST,1,12,True,connected,True,,
C_CLV009,arc,CH,ST,2,12,True,connected,True,,
C_CLV010,arc,CH,ST,2,12,True,connected,True,,
C_CLV016,arc,CH,ST,2,12,True,connected,True,,
C_CLV023,arc,CH,ST,2,12,True,connected,True,,
C_CLV026,arc,CH,ST,2,12,True,connected,True,,
C_CLV028,arc,CH,ST,2,12,True,connected,True,,
C_CLV043,arc,CH,ST,2,12,True,connected,True,,
C_CLV037,arc,CH,ST,2,12,True,connected,True,,
C_NHGAN,arc,CH,ST,2,12,True,connected,True,,
SR_60N_MOK035,arc,SR,,1,12,True,connected,True,,
I_ING008,arc,IN,LI,2,12,True,connected,True,,
I_CHC000,arc,IN,LI,2,12,True,connected,True,,
I_SLO007,arc,IN,LI,2,12,True,connected,True,,
C_CLV044,arc,CH,ST,2,12,True,connected,True,,
C_AMADR,arc,CH,ST,2,12,True,connected,True,,
C_DSC028,arc,CH,ST,2,12,True,connected,True,,
C_SDC001,arc,CH,CL,2,12,True,connected,True,,
C_FCS007,arc,CH,ST,2,12,True,connected,True,,
C_LJC010,arc,CH,ST,2,12,True,connected,True,,
C_LJC022,arc,CH,ST,2,12,True,connected,True,,
C_STS011,arc,CH,ST,2,12,True,connected,True,,
C_STS017,arc,CH,ST,2,12,True,connected,True,,
C_STS030,arc,CH,ST,2,12,True,connected,True,,
C_STS043,arc,CH,ST,2,12,True,connected,True,,
D_CAA000_50_PA2,arc,D,,2,12,True,connected,True,,
R_50_PA2_OMR027,arc,RT,,2,12,True,connected,True,,
D_WTPJYL_JLIND,arc,D,,2,12,True,connected,True,,
C_STS048,arc,CH,ST,2,12,True,connected,True,,
C_STS053,arc,CH,ST,2,12,True,connected,True,,
C_STS058,arc,CH,ST,2,12,True,connected,True,,
C_SJR114,arc,CH,ST,2,12,True,connected,True,,
C_SJR116,arc,CH,ST,2,12,True,connected,True,,
C_SJR117,arc,CH,ST,2,12,True,connected,True,,
C_SJR119,arc,CH,ST,2,12,True,connected,True,,
R_RFS71C_XCC054,arc,RT,,2,12,True,connected,True,,
R_71_PA6_RFS71C,arc,RT,,2,12,True,connected,True,,
C_SJR123,arc,CH,ST,2,12,True,connected,True,,
C_SJR127,arc,CH,ST,2,12,True,connected,True,,
C_SJR131,arc,CH,ST,2,12,True,connected,True,,
C_SJR134,arc,CH,ST,2,12,True,connected,True,,
C_SJR141,arc,CH,ST,2,12,True,connected,True,,
C_SJR145,arc,CH,ST,2,12,True,connected,True,,
C_MSN004,arc,CH,ST,2,12,True,connected,True,,
C_MSN009,arc,CH,ST,2,12,True,connected,True,,
C_LBN008,arc,CH,ST,2,12,True,connected,True,,
C_BANOS,arc,CH,ST,2,12,True,connected,True,,
C_VLW008,arc,CH,CL,2,12,True,connected,True,,
D_DMC054_NMW004,arc,D,CL,2,12,True,connected,True,,
C_GRZ012,arc,CH,ST,2,12,True,connected,True,,
C_ORT014,arc,CH,ST,2,12,True,connected,True,,
D_MOK034_60N_NA5,arc,D,,2,12,True,connected,True,,
D_MCD021_63_NA4,arc,D,,2,12,True,connected,True,,
C_DBC024,arc,CH,ST,2,12,True,connected,True,,
R_60N_NU1_WSWWTP,arc,RT,,2,12,True,connected,True,,
R_WSWWTP_SJR028,arc,RT,,2,12,True,connected,True,,
D_DMC034_WWW001,arc,D,CL,2,12,True,connected,True,,
D_MLRTN_MDC006,arc,D,,2,12,True,connected,True,,
C_MDC006,arc,CH,CL,2,12,True,connected,True,,
C_BCK040,arc,CH,ST,2,12,True,connected,True,,
C_EBP005,arc,CH,BP,2,12,True,connected,True,,
C_EBP050,arc,CH,BP,2,12,True,connected,True,,
C_EBP048,arc,CH,BP,2,12,True,connected,True,,
C_EBP043,arc,CH,BP,2,12,True,connected,True,,
C_EBP041,arc,CH,BP,2,12,True,connected,True,,
C_EBP033,arc,CH,BP,2,12,True,connected,True,,
C_EBP032,arc,CH,BP,2,12,True,connected,True,,
C_EBP030,arc,CH,BP,2,12,True,connected,True,,
C_EBP022,arc,CH,BP,2,12,True,connected,True,,
C_EBP019,arc,CH,BP,2,12,True,connected,True,,
C_EBP016,arc,CH,BP,2,12,True,connected,True,,
C_MCD052,arc,CH,ST,2,12,True,connected,True,,
D_MCD050_62_NA2,arc,D,,2,12,True,connected,True,,
C_CHW024,arc,CH,ST,2,12,True,connected,True,,
C_CHW031,arc,CH,ST,2,12,True,connected,True,,
C_DED010,arc,CH,ST,2,12,True,connected,True,,
C_DED019,arc,CH,ST,2,12,True,connected,True,,
D_CHW028_BRS018,arc,D,ST,2,12,True,connected,True,,
D_CHW028_ASL013,arc,D,ST,2,12,True,connected,True,,
D_MID021_DED012,arc,D,,2,12,True,connected,True,,
C_MOK079,arc,CH,ST,2,12,True,connected,True,,
C_SJR152,arc,CH,ST,2,12,True,connected,True,,
C_SJR157,arc,CH,ST,2,12,True,connected,True,,
C_SJR166,arc,CH,ST,2,12,True,connected,True,,
R_26S_PU4_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26S_PU5_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26S_PU2_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26N_PU3_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26N_PU2_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26N_NU2_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_DCWWTP_DCK012,arc,RT,,1,12,True,connected,True,,
D_STH005_MRM001,arc,D,CL,1,12,True,connected,True,,
C_FRS022,arc,CH,ST,2,12,True,connected,True,,
C_DPC008,arc,CH,ST,2,12,True,connected,True,,
SR_03_COW003,arc,SR,,1,12,True,connected,True,,
C_BRR011,arc,CH,ST,1,12,True,connected,True,,
C_YUB003,arc,CH,ST,1,12,True,connected,True,,
C_JCK002,arc,CH,ST,1,12,True,connected,True,,
C_SLT009,arc,CH,ST,1,12,True,connected,True,,
C_SFT000,arc,CH,CL,1,12,True,connected,True,,
D_SLT009_SCT000,arc,D,CL,1,12,True,connected,True,,
D_SFF029_SFT000,arc,D,,1,12,True,connected,True,,
C_SAC011,arc,CH,ST,1,12,True,connected,True,,
C_OMR013b,arc,CH,ST,1,12,True,connected,True,,
C_RSL001b,arc,CH,ST,1,12,True,connected,True,,
C_OMR021,arc,CH,ST,1,12,True,connected,True,,
SR_15S_BRR004,arc,SR,,1,12,True,connected,True,,
C_DRM011,arc,CH,CL,1,12,True,connected,True,,
C_TWL005,arc,CH,CL,1,12,True,connected,True,,
C_LWSTN,arc,CH,ST,1,12,True,connected,True,,
C_CLR025,arc,CH,ST,1,12,True,connected,True,,
C_CCT011,arc,CH,CL,1,12,True,connected,True,,
C_SAC301,arc,CH,ST,1,12,True,connected,True,,
C_SPT003,arc,CH,ST,1,12,True,connected,True,,
D_WKYTN_02_PU,arc,D,,1,12,True,connected,True,,
C_DED025,arc,CH,ST,2,12,True,connected,True,,
C_DED032,arc,CH,ST,2,12,True,connected,True,,
C_DED035,arc,CH,ST,2,12,True,connected,True,,
C_DED038,arc,CH,ST,2,12,True,connected,True,,
C_DED044,arc,CH,ST,2,12,True,connected,True,,
C_BCK006,arc,CH,ST,2,12,True,connected,True,,
C_BCK010,arc,CH,ST,2,12,True,connected,True,,
C_BCK017,arc,CH,ST,2,12,True,connected,True,,
C_BCK024,arc,CH,ST,2,12,True,connected,True,,
C_BCK031,arc,CH,ST,2,12,True,connected,True,,
C_BCK033,arc,CH,ST,2,12,True,connected,True,,
C_STS060,arc,CH,ST,2,12,True,connected,True,,
R_61_NU2_MAWWTP,arc,RT,,2,12,True,connected,True,,
D_WTPDGT_61_NU2,arc,D,,2,12,True,connected,True,,
R_MAWWTP_SJR056,arc,RT,,2,12,True,connected,True,,
R_50_PU_TCWWTP,arc,RT,,2,12,True,connected,True,,
D_STS030_61_NA4,arc,D,,2,12,True,connected,True,,
R_61_NA4_SJR072,arc,RT,,2,12,True,connected,True,,
R_61_PA2_RFS61B,arc,RT,,2,12,True,connected,True,,
R_61_NA2_RFS61D,arc,RT,,2,12,True,connected,True,,
D_CAA095_72_PU,arc,D,,2,12,True,connected,True,,
R_RFS61D_TUO017,arc,RT,,2,12,True,connected,True,,
D_MDSTO_61_NA2,arc,D,,2,12,True,connected,True,,
D_MDSTO_WTPMOD,arc,D,,2,12,True,connected,True,,
D_WTPMOD_61_NU1,arc,D,,2,12,True,connected,True,,
R_61_NU1_MOWWTP,arc,RT,,2,12,True,connected,True,,
R_RFS61D_RFS61A,arc,RT,,2,12,True,connected,True,,
R_RFS61A_SJR072,arc,RT,,2,12,True,connected,True,,
R_61_NA3_TUO003,arc,RT,,2,12,True,connected,True,,
D_WTPBUK_03_PU3,arc,D,,1,12,True,connected,True,,
D_WTPFTH_03_SU,arc,D,,1,12,True,connected,True,,
D_BCN005_03_NA,arc,D,,1,12,True,connected,True,,
R_RFS61B_TUO017,arc,RT,,2,12,True,connected,True,,
D_SJR081_61_NA5,arc,D,,2,12,True,connected,True,,
R_61_NA5_RFS61A,arc,RT,,2,12,True,connected,True,,
R_RFS61A_SJR075,arc,RT,,2,12,True,connected,True,,
D_TUO017_62_NA4,arc,D,,2,12,True,connected,True,,
R_RFS62_SJR082,arc,RT,,2,12,True,connected,True,,
D_TRLCH_62_NA3,arc,D,,2,12,True,connected,True,,
R_MOWWTP_TUO010,arc,RT,,2,12,True,connected,True,,
C_OAK001,arc,CH,CL,2,12,True,connected,True,,
D_OAK020_61_PA2,arc,D,,2,12,True,connected,True,,
R_62_NA5_SJR082,arc,RT,,2,12,True,connected,True,,
D_MCD052_MID021,arc,D,,2,12,True,connected,True,,
D_CLR009_02_NA,arc,D,,1,12,True,connected,True,,
C_SCW008,arc,CH,ST,1,12,True,connected,True,,
D_TCC111_07S_PA,arc,D,,1,12,True,connected,True,,
D_RFS61D_61_NA5,arc,D,,2,12,True,connected,True,,
D_RFS61B_61_NA2,arc,D,,2,12,True,connected,True,,
D_MCD055_62_NA6,arc,D,,2,12,True,connected,True,,
R_62_NA6_MCD028,arc,RT,,2,12,True,connected,True,,
D_MID021_63_NA3,arc,D,,2,12,True,connected,True,,
D_MID021_63_NA4,arc,D,,2,12,True,connected,True,,
R_63_NA4_SJR117,arc,RT,,2,12,True,connected,True,,
D_MCD002_63_NA4,arc,D,,2,12,True,connected,True,,
D_SJR114_62_NA5,arc,D,,2,12,True,connected,True,,
R_63_NA2_MCD028,arc,RT,,2,12,True,connected,True,,
R_RFS62_MCD021,arc,RT,,2,12,True,connected,True,,
D_DMC007_CAA009,arc,D,,2,12,True,connected,True,,
D_CAA009_DMC007,arc,D,,2,12,True,connected,True,,
D_CAA087_73_PA1,arc,D,,2,12,True,connected,True,,
C_SAC259,arc,CH,ST,1,12,True,connected,True,,
C_CWD004,arc,CH,ST,1,12,True,connected,True,,
R_62_NA4_TUO003,arc,RT,,2,12,True,connected,True,,
D_OAK020_61_NA2,arc,D,,2,12,True,connected,True,,
R_RFS61B_STS036,arc,RT,,2,12,True,connected,True,,
R_62_NA2_MCD028,arc,RT,,2,12,True,connected,True,,
R_63_NA3_MCD028,arc,RT,,2,12,True,connected,True,,
R_73_PA1_LBN025,arc,RT,,2,12,True,connected,True,,
D_DMC076_XCC043,arc,D,,2,12,True,connected,True,,
C_DMC074,arc,CH,CL,2,12,True,connected,True,,
D_XCC054_LBN008,arc,D,ST,2,12,True,connected,True,,
C_OMR018,arc,CH,ST,1,12,True,connected,True,,
D_FRS036_64_PA1,arc,D,,2,12,True,connected,True,,
D_MDC006_64_PA1,arc,D,,2,12,True,connected,True,,
D_SJR227_64_PA3,arc,D,,2,12,True,connected,True,,
D_EBP016_64_NA2,arc,D,,2,12,True,connected,True,,
R_64_NA2_EBP030,arc,RT,,2,12,True,connected,True,,
C_OMR013a,arc,CH,ST,1,12,True,connected,True,,
D_CCC019_CCWD,arc,D,,1,12,True,connected,True,,
C_OMR002,arc,CH,ST,1,12,True,connected,True,,
R_RFS71A_OMR039,arc,RT,,2,12,True,connected,True,,
D_LJC022_WTPWDH,arc,D,,2,12,True,connected,True,,
R_60S_PA2_FCS007,arc,RT,,2,12,True,connected,True,,
D_CLV026_WTPWDH,arc,D,,2,12,True,connected,True,,
R_60S_PA1_SDC001,arc,RT,,2,12,True,connected,True,,
D_LJC010_60S_PA2,arc,D,,2,12,True,connected,True,,
D_WTPWDH_60S_NU1,arc,D,,2,12,True,connected,True,,
D_CLV026_60S_PA1,arc,D,,2,12,True,connected,True,,
D_CLV037_CACWD,arc,D,,2,12,True,connected,True,,
D_CLV043_WTPJYL,arc,D,,2,12,True,connected,True,,
D_MOK050_60N_NA3,arc,D,,2,12,True,connected,True,,
R_60N_NA3_SJR028,arc,RT,,2,12,True,connected,True,,
C_UFC000,arc,CH,CL,2,12,True,connected,True,,
D_SJR028_WTPDWS,arc,D,,1,12,True,connected,True,,
D_WTPDWS_60S_NU1,arc,D,,2,12,True,connected,True,,
R_60S_NU1_STWWTP,arc,RT,,2,12,True,connected,True,,
R_60N_NA4_SJR022,arc,RT,,1,12,True,connected,True,,
D_MOK035_60N_NA4,arc,D,,2,12,True,connected,True,,
R_STWWTP_SJR042,arc,RT,,1,12,True,connected,True,,
D_MDC032_64_PA1,arc,D,,2,12,True,connected,True,,
I_DCM027,arc,IN,LI,2,12,True,connected,True,,
I_LPC007,arc,IN,LI,2,12,True,connected,True,,
I_STS059,arc,IN,LI,2,12,True,connected,True,,
C_SJR242,arc,CH,ST,2,12,True,connected,True,,
C_SJR249,arc,CH,ST,2,12,True,connected,True,,
C_SJR265,arc,CH,ST,2,12,True,connected,True,,
C_TUO010,arc,CH,ST,2,12,True,connected,True,,
C_TUO015,arc,CH,ST,2,12,True,connected,True,,
C_TUO022,arc,CH,ST,2,12,True,connected,True,,
C_TUO030,arc,CH,ST,2,12,True,connected,True,,
D_PARDE_AMADR,arc,D,,2,12,True,connected,True,,
D_AMADR_60N_NA1,arc,D,,2,12,True,connected,True,,
R_60N_NA1_DSC026,arc,RT,,2,12,True,connected,True,,
R_60N_NA2_CSM005,arc,RT,,2,12,True,connected,True,,
D_FSC027_MAQ012,arc,D,,2,12,True,connected,True,,
C_MAQ012,arc,CH,,2,12,True,connected,True,,
D_FSC015_60N_NA2,arc,D,,2,12,True,connected,True,,
C_MAQ001,arc,CH,,2,12,True,connected,True,,
C_MOK088,arc,CH,ST,2,12,True,connected,True,,
I_MOK079,arc,IN,LI,2,12,True,connected,True,,
D_CSM033_60N_NU2,arc,D,,2,12,True,connected,True,,
I_CSM035,arc,IN,LI,2,12,True,connected,True,,
I_DSC035,arc,IN,LI,2,12,True,connected,True,,
I_CMCHE,arc,IN,LI,2,12,True,connected,True,,
I_AMADR,arc,IN,LI,2,12,True,connected,True,,
I_PARDE,arc,IN,LI,2,12,True,connected,True,,
I_NHGAN,arc,IN,LI,2,12,True,connected,True,,
I_LJC022,arc,IN,LI,2,12,True,connected,True,,
I_MELON,arc,IN,LI,2,12,True,connected,True,,
I_TULOC,arc,IN,LI,2,12,True,connected,True,,
I_PEDRO,arc,IN,LI,2,12,True,connected,True,,
I_MCLRE,arc,IN,LI,2,12,True,connected,True,,
I_BCK040,arc,IN,LI,2,12,True,connected,True,,
I_DED044,arc,IN,LI,2,12,True,connected,True,,
I_ESTMN,arc,IN,LI,2,12,True,connected,True,,
I_MLRTN,arc,IN,LI,2,12,True,connected,True,,
SP_MDC019_FRS045,arc,SP,,2,12,True,connected,True,,
D_BRS018_64_PA2,arc,D,,2,12,True,connected,True,,
D_ASL013_64_PA2,arc,D,,2,12,True,connected,True,,
R_64_PA2_RFS64,arc,RT,,2,12,True,connected,True,,
C_CCC004,arc,CH,CL,1,12,True,connected,True,,
D_XCC025_72_PA,arc,D,,2,12,True,connected,True,,
SR_61_TUO017,arc,SR,,2,12,True,connected,True,,
SR_62_MCD050,arc,SR,,2,12,True,connected,True,,
SR_62_MCD021,arc,SR,,2,12,True,connected,True,,
SR_63_EBP032,arc,SR,,2,12,True,connected,True,,
SR_63_EBP050,arc,SR,,2,12,True,connected,True,,
I_OWN040,arc,IN,LI,2,12,True,connected,True,,
R_EDWWTP_DEE020,arc,RT,,2,12,True,connected,True,,
R_60N_NA5_MOK022,arc,RT,,2,12,True,connected,True,,
I_BANOS,arc,IN,LI,2,12,True,connected,True,,
I_ORT014,arc,IN,LI,2,12,True,connected,True,,
C_SLUIS,arc,CH,CL,2,12,True,connected,True,,
