short_code,calsim_id,node_type_id,name,description,riv_mi,riv_name,comment,c2vsim_gw,c2vsim_sw,type,sub_type,nrest_gage,strm_code,rm_ii,hydrologic_region_id,latitude,longitude,model_source_id,source_id,parent_node_id,integration_status_id,network_version_id,is_active,connectivity_status,has_gis
STS036,STS036,7,STS036,C2VSIM node.,36.0,Stanislaus River,C2VSIM node.,619,150.0,CH,STM,,STS,36.0,2,37.7488196691782,-120.921752245437,1,4,,1,12,True,connected,True
STS043,STS043,7,STS043,C2VSIM node.,43.0,Stanislaus River,C2VSIM node.,620,149.0,CH,STM,,STS,43.0,2,37.7845470526306,-120.832818395052,1,4,,1,12,True,connected,True
STS050,STS050,7,STS050,C2VSIM node.,50.0,Stanislaus River,C2VSIM node.,621,148.0,CH,STM,,STS,50.0,2,37.7939142577219,-120.728841212053,1,4,,1,12,True,connected,True
STS053,STS053,7,STS053,C2VSIM node.,53.0,Stanislaus River,C2VSIM node.,622,147.0,CH,STM,,STS,53.0,2,37.8089301082706,-120.69386253169,1,4,,1,12,True,connected,True
STS059,STS059,7,STS059,,59.39,Stanislaus River,,,,CH,STM,,STS,59.0,2,37.8627730966893,-120.629914811235,1,4,,1,12,True,connected,True
TULOC,TULOC,26,TULOC,Tullock Reservoir/Dam.,61.14,Stanislaus River,Tullock Reservoir/Dam.,,,STR,SIM,,,,2,37.8764631221572,-120.604795153164,1,4,,1,12,True,connected,True
MELON,MELON,26,MELON,New Melones Reservoir/Dam.,69.21,Stanislaus River,New Melones Reservoir/Dam.,,,STR,SIM,11299200,,,2,37.948791613459,-120.523946703997,1,4,,1,12,True,connected,True
SJR115,SJR115,6,SJR115,San Joaquin River near Newman,115.86,San Joaquin River,San Joaquin River near Newman,,,CH,SG,11274000,SJR,115.0,2,37.3508129740667,-120.976711186929,1,4,,1,12,True,connected,True
SJR116,SJR116,7,SJR116,C2VSIM Gage. Confluence with Merced River.,116.0,San Joaquin River,C2VSIM Gage. Confluence with Merced River.,693,115.0,CH,STM,,SJR,116.0,2,37.3492656131981,-120.975294646787,1,4,,1,12,True,connected,True
SJR117,SJR117,7,SJR117,Confluence with Newman Wasteway.,117.19,San Joaquin River,Confluence with Newman Wasteway.,,,CH,STM,,SJR,117.0,2,37.3383792039708,-120.972665927717,1,4,,1,12,True,connected,True
SJR119,SJR119,7,SJR119,Confluence with Mud Slough (North),119.1,San Joaquin River,Confluence with Mud Slough (North),,,CH,STM,,SJR,119.0,2,37.3314136884007,-120.952396412747,1,4,,1,12,True,connected,True
SJR123,SJR123,6,SJR123,San Joaquin River at Fremont Ford Bridge near Stevinson. C2VSIM Node.,123.22,San Joaquin River,San Joaquin River at Fremont Ford Bridge near Stevinson. C2VSIM Node.,702,114.0,CH,SG,11261500,SJR,123.0,2,37.3098827199457,-120.930526819092,1,4,,1,12,True,connected,True
SJR106,SJR106,7,SJR106,C2VSIM node.  Confluence with Orestimba Creek.,106.43,San Joaquin River,C2VSIM node.  Confluence with Orestimba Creek.,671,127.0,CH,STM,,SJR,106.0,2,37.4227091887103,-121.00327384699,1,4,,1,12,True,connected,True
SJR111,SJR111,7,SJR111,C2VSIM node.,111.0,San Joaquin River,C2VSIM node.,683,126.0,CH,STM,,SJR,111.0,2,37.3847355928844,-120.992414316005,1,4,,1,12,True,connected,True
CLV004,CLV004,7,CLV004,C2VSIM node.,4.0,Calaveras River,C2VSIM node.,559,166.0,CH,STM,,CLV,4.0,2,37.986041853549,-121.30789071061,1,4,,1,12,True,connected,True
CLV009,CLV009,6,CLV009,Calaveras River near Stockton,9.0,Calaveras River,Calaveras River near Stockton,,,CH,SG,11310900,CLV,9.0,2,38.0162796886497,-121.234335139341,1,4,,1,12,True,connected,True
CLV010,CLV010,7,CLV010,C2VSIM node.  Need to be added to model.,10.0,Calaveras River,C2VSIM node.  Need to be added to model.,560,165.0,CH,STM,,CLV,10.0,2,38.0269433654539,-121.222044053264,1,4,,1,12,True,connected,True
CLV016,CLV016,7,CLV016,C2VSIM node.,16.0,Calaveras River,C2VSIM node.,561,164.0,CH,STM,,CLV,16.0,2,38.067925909728,-121.148050649853,1,4,,1,12,True,connected,True
CLV023,CLV023,7,CLV023,C2VSIM node.,23.0,Calaveras River,C2VSIM node.,562,163.0,CH,STM,,CLV,23.0,2,38.0492618402251,-121.059111247369,1,4,,1,12,True,connected,True
CLV026,CLV026,7,CLV026,Diversion to 60S_PA1 (SEWD). NO C2VSIM NODE HERE!,26.14,Calaveras River,Diversion to 60S_PA1 (SEWD). NO C2VSIM NODE HERE!,,,CH,STM,11310100,CLV,26.0,2,38.0530512727587,-121.01008393039,1,4,,1,12,True,connected,True
CLV028,CLV028,7,CLV028,C2VSIM node.,28.0,Calaveras River,C2VSIM node.,563,162.0,CH,STM,,CLV,28.0,2,38.0680288164072,-120.985081077826,1,4,,1,12,True,connected,True
CLV037,CLV037,6,CLV037,Calaveras River at Jenny Lind,37.1,Calaveras River,Calaveras River at Jenny Lind,,,CH,SG,11309500,CLV,37.0,2,38.089036622856,-120.865434979067,1,4,,1,12,True,connected,True
CLV035,CLV035,7,CLV035,C2VSIM node.,35.0,Calaveras River,C2VSIM node.,564,161.0,CH,STM,,CLV,35.0,2,38.0802406131233,-120.880904561598,1,4,,1,12,True,connected,True
CLV043,CLV043,7,CLV043,Diversion to Jenny Lind WTP,43.43,Calaveras River,Diversion to Jenny Lind WTP,,,CH,STM,,CLV,43.0,2,38.1499919583783,-120.832573077358,1,4,,1,12,True,connected,True
CLV044,CLV044,6,CLV044,Calaveras River below New Hogan Dam,43.87,Calaveras River,Calaveras River below New Hogan Dam,,,CH,SG,11308900,CLV,44.0,2,38.1480405511547,-120.825510770262,1,4,,1,12,True,connected,True
NHGAN,NHGAN,26,NHGAN,New Hogan Reservoir/Dam,44.63,Calaveras River,New Hogan Reservoir/Dam,,,STR,SIM,,,,2,38.1504802112896,-120.813110184089,1,4,,1,12,True,connected,True
AMADR,AMADR,26,AMADR,Lake Amador/Devils Lake,8.58,Jackson Creek,Lake Amador/Devils Lake,,,STR,SIM,,,,2,38.3028421761352,-120.888532130105,1,4,,1,12,True,connected,True
DSC026,DSC026,5,DSC026,Inflow from AMADR via Jackson Creek.,26.14,Dry Creek/Sutter Creek,Inflow from AMADR via Jackson Creek.,,,CH,,,DSC,26.0,2,38.2989955299687,-121.012549970318,1,4,,1,12,True,connected,True
SDC001,SDC001,2,SDC001,USGS Gage. Existing?,4.0,Stockton Diverting Canal,USGS Gage. Existing?,,,CH,CNL,11311000,SDC,1.0,2,37.9888513353462,-121.26639498063,1,4,,1,12,True,connected,True
CCH053,CCH053,6,CCH053,Cache Creek above Rumsey,53.28,Cache Creek,Cache Creek above Rumsey,,,CH,SG,11451760,CCH,53.0,1,38.9134805924885,-122.271866626182,1,4,,1,12,True,connected,True
CCH058,CCH058,7,CCH058,Confluence with Bear Creek,58.4,Cache Creek,Confluence with Bear Creek,,,CH,STM,,CCH,58.0,1,38.9264567552977,-122.333248400536,1,4,,1,12,True,connected,True
NFC005,NFC005,6,NFC005,N.F. Cache Creek near Lower Lake,5.18,North Fork Cache Creek,N.F. Cache Creek near Lower Lake,,,CH,SG,11451500,NFC,5.0,1,39.0193191389417,-122.568719355562,1,4,,1,12,True,connected,True
NFC013,NFC013,6,NFC013,N.F. Cache Creek near Clear Lake Oaks,12.62,North Fork Cache Creek,N.F. Cache Creek near Clear Lake Oaks,,,CH,SG,11451300,NFC,13.0,1,39.0755362426433,-122.534243036583,1,4,,1,12,True,connected,True
INDVL,INDVL,24,INDVL,Indian Valley Reservoir/Dam,13.0,North Fork Cache Creek,Indian Valley Reservoir/Dam,,,STR,,,NFC,13.0,1,39.0805758680718,-122.536529706623,1,4,,1,12,True,connected,True
BRC002,BRC002,6,BRC002,Bear Creek near Rumsey,1.62,Bear Creek,Bear Creek near Rumsey,,,CH,SG,11451720,BRC,2.0,1,38.9440884682366,-122.34495461555,1,4,,1,12,True,connected,True
BRC003,BRC003,6,BRC003,Above Holsten Chimney Canyon near Rumsey,3.0,Bear Creek,Above Holsten Chimney Canyon near Rumsey,,,CH,SG,11451715,BRC,3.0,1,38.9582061336629,-122.342211143308,1,4,,1,12,True,connected,True
WSB000,WSB000,1,WSB000,,0.0,Willow Slough Bypass,,,,CH,BYP,,WSB,0.0,1,38.5995244782417,-121.753491979606,1,4,,1,12,True,connected,True
PTH021,PTH021,6,PTH021,Putah Creek at Winters,21.48,Putah Creek,Putah Creek at Winters,,,CH,SG,11454500,PTH,21.0,1,38.5202172780949,-121.967441603913,1,4,,1,12,True,connected,True
PTH030,PTH030,6,PTH030,Putah Creek near Winters,29.68,Putah Creek,Putah Creek near Winters,,,CH,SG,11454000,PTH,30.0,1,38.5149392648722,-122.082116335351,1,4,,1,12,True,connected,True
PSC003,PSC003,2,PSC003,,3.26,Putah South Canal,,,,CH,CNL,,PSC,3.0,1,38.4855426796932,-121.952323346256,1,4,,1,12,True,connected,True
20_PA,20_PA,16,20_PA,UC Davis. Water source on wrong side of Putah Creek,,,UC Davis. Water source on wrong side of Putah Creek,,,PR,A,,,,1,38.5450004023576,-121.808655231088,1,4,,1,12,True,connected,True
PSC006,PSC006,2,PSC006,,6.35,Putah South Canal,,,,CH,CNL,,PSC,6.0,1,38.4432547226395,-121.953034571189,1,4,,1,12,True,connected,True
CSPSO,CSPSO,13,CSPSO,Solano State Prison,,,Solano State Prison,,,OM,OMD,,,,1,38.3216204588756,-121.975326512153,1,4,,1,12,True,connected,True
PSC015,PSC015,2,PSC015,Diversion to Solano State Prison,15.0,Putah South Canal,Diversion to Solano State Prison,,,CH,CNL,,PSC,15.0,1,38.3260876324727,-121.960142492377,1,4,,1,12,True,connected,True
PSC017,PSC017,2,PSC017,Diverison to North Bay Regional Water Treatment Plant,16.79,Putah South Canal,Diverison to North Bay Regional Water Treatment Plant,,,CH,CNL,,PSC,17.0,1,38.3022708318452,-121.966668193083,1,4,,1,12,True,connected,True
WTPNBR,WTPNBR,27,WTPNBR,North Bay Regional Water Treatment Plant,,,North Bay Regional Water Treatment Plant,,,WTP,,,,,1,38.2991788179148,-121.966584687406,1,4,,1,12,True,connected,True
PSC020,PSC020,2,PSC020,Diversion to Cement Hill Water Treatment Plant,19.6,Putah South Canal,Diversion to Cement Hill Water Treatment Plant,,,CH,CNL,,PSC,20.0,1,38.2890036823027,-122.007870678768,1,4,,1,12,True,connected,True
WTPCMT,WTPCMT,27,WTPCMT,Cement Hill Water Treatment Plant,,,Cement Hill Water Treatment Plant,,,WTP,,,,,1,38.2879804417963,-122.009113722326,1,4,,1,12,True,connected,True
PSC024,PSC024,2,PSC024,Diversion to Waterman Water Treatment Plant,23.53,Putah South Canal,Diversion to Waterman Water Treatment Plant,,,CH,CNL,,PSC,24.0,1,38.2726185506796,-122.068388386249,1,4,,1,12,True,connected,True
WTPWMN,WTPWMN,27,WTPWMN,Waterman Water Treatment Plant,,,Waterman Water Treatment Plant,,,WTP,,,,,1,38.2762299890838,-122.068490876559,1,4,,1,12,True,connected,True
25_PU,25_PU,18,25_PU,City of Vacaville,,,City of Vacaville,,,PR,U,,,,1,38.3730350701233,-121.937335666756,1,4,,1,12,True,connected,True
YBP002,YBP002,1,YBP002,C2VSIM Node,2.0,Yolo Bypass,C2VSIM Node,473,411.0,CH,BYP,,YBP,2.0,1,38.2637118426549,-121.67865806155,1,4,,1,12,True,connected,True
RLLNS,RLLNS,25,RLLNS,Rollins Reservoir/Dam,49.96,Bear River,Rollins Reservoir/Dam,,,STR,NSM,,,,1,39.1357797494567,-120.952979609132,1,4,,1,12,True,connected,True
BEC000,BEC000,6,BEC000,Bear River Canal near Colfax,0.11,Bear River Canal,Bear River Canal near Colfax,,,CH,SG,11422000,BEC,0.0,1,39.1327712828575,-120.954594525155,1,4,,1,12,True,connected,True
BEC021,BEC021,2,BEC021,Inflow from Bowman Feeder,21.39,Bear River Canal,Inflow from Bowman Feeder,,,CH,CNL,,BEC,21.0,1,38.9824937345404,-121.02474252026,1,4,,1,12,True,connected,True
BEC022,BEC022,2,BEC022,Diversion to Bowman WTP,22.36,Bear River Canal,Diversion to Bowman WTP,,,CH,CNL,,BEC,22.0,1,38.974334745394,-121.037217790235,1,4,,1,12,True,connected,True
24_NA1,24_NA1,10,24_NA1,Nevada ID,,,Nevada ID,,,NP,A,,,,1,38.9143274032635,-121.189919650613,1,4,,1,12,True,connected,True
NIDD1,NIDD1,13,NIDD1,Nevada ID - Deer Creek System Ag Demand No.1,,,Nevada ID - Deer Creek System Ag Demand No.1,,,OM,OMD,,,,1,39.235653703982,-121.075730175236,1,4,,1,12,True,connected,True
CBC001,CBC001,2,CBC001,Spil to Coon Creek by way of Orr Creek and Gold Hill Canal,0.77,Combie Ophir Canal,Spil to Coon Creek by way of Orr Creek and Gold Hill Canal,,,CH,CNL,,CBC,1.0,1,39.0035718236332,-121.088954229059,1,4,,1,12,True,connected,True
CBC000,CBC000,2,CBC000,Diversion point from Combie Aqueduct,,Combie Ophir Canal,Diversion point from Combie Aqueduct,,,CH,CNL,,CBC,0.0,1,39.0119188687737,-121.083265361301,1,4,,1,12,True,connected,True
CCK036,CCK036,7,CCK036,Spill from Combie Ophir Canal,36.33,Coon Creek,Spill from Combie Ophir Canal,,,CH,STM,,CCK,36.0,1,38.9741415627836,-121.138417085825,1,4,,1,12,True,connected,True
WLF021,WLF021,7,WLF021,D-S Canal Spill to Wolf Creek,20.64,Wolf Creek,D-S Canal Spill to Wolf Creek,,,CH,STM,,WLF,21.0,1,39.2305384566055,-121.010554405907,1,4,,1,12,True,connected,True
BRR031,BRR031,7,BRR031,Conceptual Tarr Canal return.  Not really Tarr Canal location.,31.13,Bear River,Conceptual Tarr Canal return.  Not really Tarr Canal location.,,,CH,STM,,BRR,31.0,1,39.0339812967626,-121.130667542386,1,4,,1,12,True,connected,True
NIDB1,NIDB1,13,NIDB1,Nevada ID - Tarr Ditch.  Includes diversion from Combie Lake. Bear River Shed,,Tarr Ditch,Nevada ID - Tarr Ditch.  Includes diversion from Combie Lake. Bear River Shed,,,OM,OMD,,,,1,39.1392325082409,-121.164788458017,1,4,,1,12,True,connected,True
CCK022,CCK022,7,CCK022,Return from 24_NA1,21.65,Coon Creek,Return from 24_NA1,,,CH,STM,,CCK,22.0,1,38.9414358618798,-121.335461474537,1,4,,1,12,True,connected,True
ABT002,ABT002,2,ABT002,Auburn Tunnel Pump Station offset (530' east) for display,2.23,Auburn Tunnel,Auburn Tunnel Pump Station offset (530' east) for display,,,CH,CNL,,ABT,2.0,1,38.8884336285298,-121.101931014335,1,4,,1,12,True,connected,True
STH001,STH001,2,STH001,,0.39,South Canal,,,,CH,CNL,,STH,1.0,1,38.8876797035228,-121.103786340146,1,4,,1,12,True,connected,True
ABN026,ABN026,7,ABN026,Outfall from Auburn Tunnel,25.95,Auburn Ravine,Outfall from Auburn Tunnel,,,CH,STM,,ABN,26.0,1,38.8898876070832,-121.119635952168,1,4,,1,12,True,connected,True
STH000,STH000,2,STH000,Spill to Auburn Ravine,,South Canal,Spill to Auburn Ravine,,,CH,CNL,,STH,0.0,1,38.8894984783394,-121.098612151313,1,4,,1,12,True,connected,True
LBC030,LBC030,2,LBC030,Bowman Feeder Diversion point,30.03,Lower Boardman Canal,Bowman Feeder Diversion point,,,CH,CNL,,LBC,30.0,1,38.9892686471011,-121.004419216849,1,4,,1,12,True,connected,True
LBC032,LBC032,2,LBC032,Inflow from Ragsdale Random,31.94,Lower Boardman Canal,Inflow from Ragsdale Random,,,CH,CNL,,LBC,32.0,1,38.9686704101462,-121.019678114557,1,4,,1,12,True,connected,True
STH004,STH004,2,STH004,Diversion to Foothill Water Treatment Plant.  Location not exact.,3.62,South Canal,Diversion to Foothill Water Treatment Plant.  Location not exact.,,,CH,CNL,,STH,4.0,1,38.8599199557405,-121.117892909399,1,4,,1,12,True,connected,True
SCR002,SCR002,7,SCR002,,2.25,Secret Ravine,,,,CH,STM,,SCR,2.0,1,38.7764308873211,-121.229993431343,1,4,,1,12,True,connected,True
MRM001,MRM001,6,MRM001,Measured from N.Fork American centerline,0.46,Mormon Ravine near Newcastle,Measured from N.Fork American centerline,,,CH,SG,11425418,MRM,1.0,1,38.8365779264255,-121.094389142724,1,4,,1,12,True,connected,True
STH007,STH007,6,STH007,Newcastle Power Plant near Newcastle,6.63,South Canal,Newcastle Power Plant near Newcastle,,,CH,SG,11425416,STH,7.0,1,38.8351882024461,-121.0930261181,1,4,,1,12,True,connected,True
26N_PU3,26N_PU3,18,26N_PU3,,,,,,,PR,U,,,,1,38.6952336091444,-121.183631477786,1,4,,1,12,True,connected,True
26N_NU1,26N_NU1,18,26N_NU1,,,,,,,PR,U,,,,1,38.7131431255387,-121.366782696562,1,4,,1,12,True,connected,True
26N_PU2,26N_PU2,18,26N_PU2,,,,,,,PR,U,,,,1,38.6946710325227,-121.237959690475,1,4,,1,12,True,connected,True
26N_NU2,26N_NU2,18,26N_NU2,,,,,,,PR,U,,,,1,38.6259362674418,-121.321484033381,1,4,,1,12,True,connected,True
26N_NU5,26N_NU5,12,26N_NU5,,,,,,,NP,U,,,,1,38.5904753813002,-121.369126268715,1,4,,1,12,True,connected,True
AMR022,AMR022,6,AMR022,American River at Fair Oaks,22.07,American River,American River at Fair Oaks,,,CH,SG,11446500,AMR,22.0,1,38.6350916466081,-121.227476033329,1,4,,1,12,True,connected,True
26S_PU2,26S_PU2,18,26S_PU2,,,,,,,PR,U,,,,1,38.603291472695,-121.283027064399,1,4,,1,12,True,connected,True
26S_NU4,26S_NU4,12,26S_NU4,AeroJet/Boeing groundwater remediation,,,AeroJet/Boeing groundwater remediation,,,NP,U,,,,1,38.6111794246159,-121.216721395985,1,4,,1,12,True,connected,True
AMR007,AMR007,7,AMR007,Diversion to Fairbairn Water Treatment Plant,7.27,American River,Diversion to Fairbairn Water Treatment Plant,,,CH,STM,,AMR,7.0,1,38.5595454192576,-121.416775895942,1,4,,1,12,True,connected,True
26S_NU3,26S_NU3,12,26S_NU3,,,,,,,NP,U,,,,1,38.4941820485278,-121.388548358108,1,4,,1,12,True,connected,True
26S_PU5,26S_PU5,18,26S_PU5,,,,,,,PR,U,,,,1,38.4214932508388,-121.329599542307,1,4,,1,12,True,connected,True
26S_PU4,26S_PU4,18,26S_PU4,,,,,,,PR,U,,,,1,38.4247991681317,-121.43129756967,1,4,,1,12,True,connected,True
NFA011,NFA011,7,NFA011,Inflow from Mormon Ravine and Newcastle Power Plant,10.95,North Fork American River,Inflow from Mormon Ravine and Newcastle Power Plant,,,CH,STM,,NFA,11.0,1,38.8323336693277,-121.087973824501,1,4,,1,12,True,connected,True
TRN111,TRN111,6,TRN111,Trinity River at Lewiston,111.19,Trinity River,Trinity River at Lewiston,,,CH,SG,11525500,TRN,111.0,1,40.7198626614591,-122.80356536928,1,4,,1,12,True,connected,True
CLR025,CLR025,7,CLR025,Judge Francis Carr PH outfall,25.21,Clear Creek,Judge Francis Carr PH outfall,,,CH,STM,,CLR,25.0,1,40.6480085825931,-122.626270767759,1,4,,1,12,True,connected,True
STH005,STH005,2,STH005,South Canal Spillway near Newcastle,5.19,South Canal,South Canal Spillway near Newcastle,,,CH,CNL,11425417,STH,5.0,1,38.8429345491738,-121.109140957437,1,4,,1,12,True,connected,True
LBR002,LBR002,6,LBR002,Alta Powerhouse,2.16,Little Bear River,Alta Powerhouse,,,CH,SG,11421725,LBR,2.0,1,39.2159037858223,-120.802874803032,1,4,,1,12,True,connected,True
BRR061,BRR061,7,BRR061,Dutch Flat Powerhouse outfall. Confluence wtih Little Bear River,60.91,Bear River,Dutch Flat Powerhouse outfall. Confluence wtih Little Bear River,,,CH,STM,,BRR,61.0,1,39.2173067841664,-120.836969717275,1,4,,1,12,True,connected,True
CYN009,CYN009,6,CYN009,Canyon Creek below Towle Diversion near Blue Canyon,9.41,Canyon Creek (South),Canyon Creek below Towle Diversion near Blue Canyon,,,CH,SG,11426196,CYN,9.0,1,39.2421018493809,-120.751696576923,1,4,,1,12,True,connected,True
CYN010,CYN010,7,CYN010,Inflow from Towle Diversion from Drum Forebay,9.9,Canyon Creek,Inflow from Towle Diversion from Drum Forebay,,,CH,STM,,CYN,10.0,1,39.2463073190605,-120.744482928205,1,4,,1,12,True,connected,True
DRM009,DRM009,2,DRM009,Drum Forebay and Towle Diversion Pipeline,9.48,Drum Canal,Drum Forebay and Towle Diversion Pipeline,,,CH,CNL,,DRM,9.0,1,39.2494969201734,-120.750174693915,1,4,,1,12,True,connected,True
BRR067,BRR067,7,BRR067,Retrun from Drum Canal,66.41,Bear River,Retrun from Drum Canal,,,CH,STM,,BRR,67.0,1,39.2570033755232,-120.767892599911,1,4,,1,12,True,connected,True
BRR066,BRR066,6,BRR066,Dutch Flat Diversions to Tunnel and Flume/Bear River below Drum Afterbay. Combined Flow USGS11421770+USGS11421750+USGS11421760.,65.91,Bear River,Dutch Flat Diversions to Tunnel and Flume/Bear River below Drum Afterbay. Combined Flow USGS11421770+USGS11421750+USGS11421760.,,,CH,SG,11421770 / 11421750 / 11421760,BRR,66.0,1,39.2542612909537,-120.775124274013,1,4,,1,12,True,connected,True
DRM008,DRM008,6,DRM008,Drum Canal near Drum Forebay near Blue Canyon,7.76,Drum Canal,Drum Canal near Drum Forebay near Blue Canyon,,,CH,SG,11414190,DRM,8.0,1,39.2648746820953,-120.72990970925,1,4,,1,12,True,connected,True
DRM003,DRM003,2,DRM003,Inflow from Lake Valley Canal,1.96,Drum Canal,Inflow from Lake Valley Canal,,,CH,CNL,,DRM,3.0,1,39.3057495476622,-120.664564577832,1,4,,1,12,True,connected,True
LVC001,LVC001,6,LVC001,Lake Valley Canal near Emigrant Gap,1.45,Lake Valley Canal,Lake Valley Canal near Emigrant Gap,,,CH,SG,11426190,LVC,1.0,1,39.2989117324908,-120.642533853082,1,4,,1,12,True,connected,True
FCS006,FCS006,6,FCS006,French Camp Slough near French Camp,5.64,French Camp Slough,French Camp Slough near French Camp,,,CH,SG,DWR  B0-2805,FCS,6.0,2,37.8812385664248,-121.249056720878,1,4,,1,12,True,connected,True
FCS007,FCS007,7,FCS007,Confluence with Littlejohns Creek.,6.56,French Camp Slough,Confluence with Littlejohns Creek.,,,CH,STM,,FCS,7.0,2,37.8764677405233,-121.236166818589,1,4,,1,12,True,connected,True
SAL017,SAL017,7,SAL017,Confluence with Mud Slough (South).,16.52,Salt Slough,Confluence with Mud Slough (South).,,,CH,STM,11261000,SAL,17.0,2,37.1551095976544,-120.806710625075,1,4,,1,12,True,connected,True
MSN004,MSN004,7,MSN004,Confluence with Los Banos Creek,4.02,Mud Slough (North),Confluence with Los Banos Creek,,,CH,STM,,MSN,4.0,2,37.299466133366,-120.947983375212,1,4,,1,12,True,connected,True
MSN009,MSN009,7,MSN009,Confluence with San Luis Drain,9.31,Mud Slough (North),Confluence with San Luis Drain,,,CH,STM,11262900,MSN,9.0,2,37.2612579111517,-120.906157082442,1,4,,1,12,True,connected,True
LBN008,LBN008,7,LBN008,Confluence with Garzas Creek,7.94,Los Banos Creek,Confluence with Garzas Creek,,,CH,STM,,LBN,8.0,2,37.2157328766155,-120.940877435777,1,4,,1,12,True,connected,True
LBN012,LBN012,7,LBN012,Confluence with Volta Wasteway,11.74,Los Banos Creek,Confluence with Volta Wasteway,,,CH,STM,,LBN,12.0,2,37.1856661705126,-120.905824305554,1,4,,1,12,True,connected,True
LBN025,LBN025,7,LBN025,,25.0,Los Banos Creek,,,,CH,STM,,LBN,25.0,2,37.0289628623431,-120.889433353754,1,4,,1,12,True,connected,True
BANOS,BANOS,26,BANOS,Los Banos Reservoir/Los Banos Creek Detention Dam,27.96,Los Banos Creek,Los Banos Reservoir/Los Banos Creek Detention Dam,,,STR,SIM,,,,2,36.9928242417163,-120.932754237611,1,4,,1,12,True,connected,True
VLW008,VLW008,2,VLW008,,8.0,Volta Wasteway,,,,CH,CNL,,VLW,8.0,2,37.1301896760294,-120.919192582314,1,4,,1,12,True,connected,True
NMW004,NMW004,2,NMW004,,4.0,Newman Wasteway,,,,CH,CNL,,NMW,4.0,2,37.2932253238572,-121.015923414453,1,4,,1,12,True,connected,True
GRZ012,GRZ012,7,GRZ012,USGS Gage.,12.0,Garzas Creek,USGS Gage.,,,CH,STM,11263050,GRZ,12.0,2,37.2358310868661,-121.127217256149,1,4,,1,12,True,connected,True
ORT009,ORT009,7,ORT009,C2VSIM node.,9.0,Orestimba Creek,C2VSIM node.,682,129.0,CH,STM,,ORT,9.0,2,37.3489054306224,-121.070526988689,1,4,,1,12,True,connected,True
ORT014,ORT014,6,ORT014,Orestimba Creek near Newman. C2VSIM node.,14.0,Orestimba Creek,Orestimba Creek near Newman. C2VSIM node.,681,128.0,CH,SG,11274500,ORT,14.0,2,37.3100686384136,-121.13502049978,1,4,,1,12,True,connected,True
RFS72B,RFS72B,21,RFS72B,,,,,,,RFS,,,,,2,37.2991995037618,-120.980704058774,1,4,,1,12,True,connected,True
DBC024,DBC024,7,DBC024,Conceptual representation of both Dry Creek and Berenda Creek Inflow.,24.24,Dry Creek/Berenda Creek (Conceptual Combination),Conceptual representation of both Dry Creek and Berenda Creek Inflow.,,,CH,STM,,DBC,24.0,2,37.0836416831939,-119.955817436754,1,4,,1,12,True,connected,True
DBC014,DBC014,7,DBC014,Diversion to 64_PA1,14.1,Dry Creek/Berenda Creek (Conceptual Combination),Diversion to 64_PA1,,,CH,STM,,DBC,14.0,2,37.046172235955,-120.07288720867,1,4,,1,12,True,connected,True
DPC008,DPC008,7,DPC008,,8.0,Del Puerto Creek,,,,CH,STM,11274630,DPC,8.0,2,37.4830434875431,-121.212298580024,1,4,,1,12,True,connected,True
WWW001,WWW001,2,WWW001,,1.0,Westley Wasteway,,,,CH,CNL,,WWW,1.0,2,37.5308161240119,-121.203772876674,1,4,,1,12,True,connected,True
MDC006,MDC006,2,MDC006,C2VSIM node.,6.17,Madera Canal,C2VSIM node.,,,CH,CNL,,MDC,6.0,2,36.9651775708822,-119.779293456301,1,4,,1,12,True,connected,True
FRS045,FRS045,7,FRS045,C2VSIM node.  Spill from Madera Canal,45.0,Fresno River,C2VSIM node.  Spill from Madera Canal,826,69.0,CH,STM,,FRS,45.0,2,37.0660313680947,-119.91507202127,1,4,,1,12,True,connected,True
FRS039,FRS039,7,FRS039,C2VSIM node.,40.0,Fresno River,C2VSIM node.,825,70.0,CH,STM,,FRS,39.0,2,37.0198395341596,-119.976608074152,1,4,,1,12,True,connected,True
MDC019,MDC019,2,MDC019,C2VSIM node. Added node with Andy on 2/12/08.,18.83,Madera Canal,C2VSIM node. Added node with Andy on 2/12/08.,,,CH,CNL,,MDC,19.0,2,37.0691723678546,-119.908229174455,1,4,,1,12,True,connected,True
FRS046,FRS046,7,FRS046,,46.44,Fresno River,,,,CH,STM,,FRS,46.0,2,37.0716885525877,-119.908020541522,1,4,,1,12,True,connected,True
WDWRD,WDWRD,26,WDWRD,Woodward Reservoir,,,Woodward Reservoir,587,,STR,SIM,11300700,,,2,37.8617195271592,-120.877186457807,1,4,,1,12,True,connected,True
RFS61C,RFS61C,21,RFS61C,,,,,,,RFS,,,,,2,37.7805234354883,-120.999148106348,1,4,,1,12,True,connected,True
61_NA6,61_NA6,10,61_NA6,,,,,,,NP,A,,,,2,37.6968825781035,-121.217212643327,1,4,,1,12,True,connected,True
61_NU2,61_NU2,12,61_NU2,"Lathrop, Escalon, Manteca",,,"Lathrop, Escalon, Manteca",,,NP,U,,,,2,37.794579624691,-121.215412732709,1,4,,1,12,True,connected,True
MAWWTP,MAWWTP,29,MAWWTP,Manteca  WWTP,,,Manteca  WWTP,,,WWTP,,,,,2,37.7941027393886,-121.260786421984,1,4,,1,12,True,connected,True
